event_id,event_type,customer_id,invoice_id,created_at,payload_size_kb,idempotency_key,priority
evt_2cf186d5ca92,invoice.paid,cus_471e9d57,inv_24b4f0d6,2026-04-23T22:37:04.906949Z,2620.14,idk_c527fad8,low
evt_c6719d651254,invoice.validated,cus_10654226,,2026-04-23T22:37:04.918099Z,4159.59,idk_8d170c1c,normal
evt_c0f4becae4b5,compliance.submitted,cus_f44f1851,inv_ad7ef1df,2026-04-23T22:37:04.934982Z,2955.27,idk_1c527ce7,normal
evt_63c31da8c220,compliance.submitted,cus_cfedd7dc,inv_e42a8e54,2026-04-23T22:37:04.947513Z,3466.93,idk_bc60efcc,low
evt_6dd8aaadb9b7,compliance.submitted,cus_57ae260e,,2026-04-23T22:37:04.971465Z,203.68,idk_28356cb0,low
evt_8c3949a31df0,compliance.submitted,cus_24f1af9e,inv_5bdbe00c,2026-04-23T22:37:04.990804Z,1106.12,idk_f99cfa92,normal
evt_f7cf41e1fea5,invoice.created,cus_f4412bc1,inv_0b0adec7,2026-04-23T22:37:04.994814Z,3427.87,idk_22e9b160,normal
evt_ab06f5768cbc,invoice.created,cus_565a5afc,,2026-04-23T22:37:05.016921Z,3351.65,idk_e30ce87b,normal
evt_fd4c762f094d,compliance.failed,cus_84a5055b,,2026-04-23T23:37:04.788183Z,720.57,idk_c34df958,low
evt_59e17348d08d,compliance.submitted,cus_7e7dd8d8,inv_001ce772,2026-04-23T23:37:04.789205Z,1943.51,idk_2b8cef19,low
evt_488591a4495a,invoice.paid,cus_946f7608,inv_8711e8bd,2026-04-23T23:37:04.796374Z,1176.59,idk_b5ff0d2d,low
evt_4b6a0a041f13,invoice.validated,cus_226e5df8,,2026-04-23T23:37:04.800283Z,4971.9,idk_350ded23,normal
evt_c784e24df594,compliance.failed,cus_d17473b1,inv_a9c15455,2026-04-23T23:37:04.817676Z,583.6,idk_741f296e,low
evt_eba58cc9c3d1,invoice.validated,cus_77178f10,inv_1972bb12,2026-04-23T23:37:04.827076Z,2967.52,idk_0effd675,normal
evt_03ab07f49f61,invoice.rejected,cus_674ef98f,inv_05d8117e,2026-04-23T23:37:04.864336Z,346.21,idk_24a14c12,normal
evt_78aab92a3858,invoice.paid,cus_9e134787,,2026-04-23T23:37:04.873921Z,2578.52,idk_8b9d33a6,low
evt_7aa05e8ee04c,invoice.validated,cus_0d76cb5e,,2026-04-23T23:37:04.881868Z,4289.76,idk_b4ae83b6,low
evt_bf9da39821f2,compliance.submitted,cus_c2f3b601,inv_3ea133a6,2026-04-23T23:37:04.892491Z,488.01,idk_875d7478,low
evt_0339a73ce8ce,invoice.paid,cus_1b3e0074,inv_923a360a,2026-04-23T23:37:04.904993Z,67.81,idk_bad2b21d,low
evt_f4ff2b9bbc17,compliance.failed,cus_a0b3e16f,,2026-04-23T23:37:04.927995Z,2188.94,idk_3b1e08cc,normal
evt_b9a0540846ff,invoice.validated,cus_f44f1851,inv_0223d099,2026-04-23T23:37:04.936840Z,3357.29,idk_84e4e4d4,normal
evt_610539b8407a,compliance.submitted,cus_05112f1a,inv_ea8635c0,2026-04-23T23:37:04.961854Z,3557.44,idk_d5658920,low
evt_093bde3243b4,invoice.validated,cus_f09eadbd,inv_77006839,2026-04-23T23:37:04.986552Z,1949.47,idk_0f218e6b,low
evt_b08dd7b8c9ad,invoice.validated,cus_c7c6e1e1,,2026-04-23T23:37:05.011228Z,4925.3,idk_09e9bcd6,high
evt_fdea4c941ba5,invoice.created,cus_4f7d6cfe,inv_024370e4,2026-04-24T00:37:04.793374Z,2551.84,idk_8e2529d7,low
evt_fda75f86a862,invoice.paid,cus_e5bce881,,2026-04-24T00:37:04.810001Z,2894.14,idk_52447774,low
evt_6ed833bf20ae,invoice.rejected,cus_a10fb4ab,inv_4b270e08,2026-04-24T00:37:04.842213Z,1446.41,idk_98ef34a5,high
evt_20d12bbae82e,invoice.validated,cus_d5d2b1d5,,2026-04-24T00:37:04.855041Z,1236.04,idk_5b118842,high
evt_11bbc981fdff,compliance.failed,cus_a10fb4ab,,2026-04-24T00:37:04.868498Z,4120.58,idk_cf567692,low
evt_23afc7a4f262,compliance.failed,cus_e5bce881,,2026-04-24T00:37:04.872962Z,4637.25,idk_2195a5e7,low
evt_fc8b0bac26a0,invoice.paid,cus_cfedd7dc,inv_bf5dfd83,2026-04-24T00:37:04.893752Z,2895.31,idk_a28311ba,high
evt_d2fd9f90ccac,invoice.paid,cus_1f464e97,inv_5dbbecc2,2026-04-24T00:37:04.894396Z,1642.55,idk_c6e8bf9a,high
evt_b6d1f38d6470,compliance.failed,cus_d4060238,inv_62f517c3,2026-04-24T00:37:04.906273Z,2958.24,idk_262e7d66,normal
evt_782cf7d0358c,invoice.rejected,cus_bbf5e3c6,,2026-04-24T00:37:04.911812Z,3973.6,idk_60ec4e74,high
evt_a5767cb48d33,invoice.validated,cus_f3e2ecda,inv_e0dbeca2,2026-04-24T00:37:04.916002Z,3342.49,idk_65c42af6,low
evt_40036ef09721,invoice.paid,cus_02ced190,inv_2416ae67,2026-04-24T00:37:04.917270Z,4998.37,idk_5aab3415,low
evt_1957e9c869d3,invoice.rejected,cus_77178f10,,2026-04-24T00:37:04.928266Z,4000.43,idk_4a6efd8b,low
evt_47ab4546b46d,invoice.created,cus_f44f1851,inv_210d3c88,2026-04-24T00:37:04.928491Z,662.19,idk_b36d40d8,low
evt_b880ecbba23a,invoice.paid,cus_f44f1851,,2026-04-24T00:37:04.992374Z,552.1,idk_299b3207,high
evt_12c14e65e4db,invoice.validated,cus_d3fe2b6b,inv_4910c033,2026-04-24T01:37:04.805560Z,1114.65,idk_d6f10d1a,normal
evt_4d91f648e099,invoice.paid,cus_261230c2,inv_88affce8,2026-04-24T01:37:04.810062Z,1331.31,idk_37d626f1,normal
evt_61c091cccde6,invoice.created,cus_24f1af9e,inv_93bcbf22,2026-04-24T01:37:04.893334Z,3301.77,idk_d37bdefc,low
evt_284552e44f78,invoice.validated,cus_701d4c45,inv_6f3e11b2,2026-04-24T01:37:04.893839Z,3489.49,idk_e5bd6d5e,low
evt_73347ef0e5e5,compliance.submitted,cus_3b39dd7a,,2026-04-24T01:37:04.907836Z,904.44,idk_31dae5e0,high
evt_6948086943dc,invoice.created,cus_f44f1851,inv_3f3fac49,2026-04-24T01:37:04.913702Z,3797.26,idk_01fcc911,high
evt_fba81e3dc901,invoice.rejected,cus_0d76cb5e,inv_4a467d4b,2026-04-24T01:37:04.926144Z,1029.46,idk_eac76bbc,low
evt_6d21e41408c8,invoice.rejected,cus_fe077f3c,inv_33513227,2026-04-24T01:37:04.928188Z,849.3,idk_9cb51bc8,low
evt_01c34eb595a1,invoice.validated,cus_f4412bc1,inv_398bf30e,2026-04-24T01:37:04.951108Z,4984.61,idk_79d677a3,low
evt_974fa10f5bff,compliance.failed,cus_b2a70a33,inv_5d70677e,2026-04-24T01:37:04.952853Z,1328.51,idk_18b0eb7f,normal
evt_e4f44fead5df,invoice.paid,cus_b237ecf5,inv_b5764a1e,2026-04-24T01:37:04.968199Z,3965.31,idk_c2e645f9,low
evt_3d5e925825a3,compliance.submitted,cus_f5cd8f3b,,2026-04-24T01:37:04.973334Z,3510.76,idk_3fce0de9,low
evt_3375ab272723,compliance.submitted,cus_c7c2be0c,inv_c8cfc7ef,2026-04-24T01:37:04.994938Z,2899.79,idk_649de1fa,low
evt_d6ae64345781,compliance.submitted,cus_97373b5e,inv_19d87d60,2026-04-24T02:37:04.792904Z,1786.62,idk_7accd41b,normal
evt_22408ee9d4c2,invoice.rejected,cus_7c410cd8,inv_0565969f,2026-04-24T02:37:04.794806Z,547.3,idk_b1ec3a5a,high
evt_25e7cbecc662,compliance.failed,cus_acd5ca57,inv_8d1a0b6e,2026-04-24T02:37:04.805381Z,3602.83,idk_e4be8cb4,high
evt_25d1c8aa3ef3,compliance.failed,cus_0d76cb5e,inv_fb3a5d2d,2026-04-24T02:37:04.828781Z,3409.3,idk_b51b4a92,normal
evt_ce7d53adb500,invoice.validated,cus_4ea36b7d,inv_49ea19be,2026-04-24T02:37:04.830580Z,4767.06,idk_6b748e50,normal
evt_8f9bbefe1d5f,compliance.submitted,cus_9e134787,inv_c911e334,2026-04-24T02:37:04.846484Z,3596.83,idk_6b58bd90,normal
evt_9b13db371af7,compliance.submitted,cus_05112f1a,inv_898a2718,2026-04-24T02:37:04.851223Z,3427.58,idk_7507960a,high
evt_5d938006b61b,compliance.submitted,cus_b89cd28c,inv_84b3bc50,2026-04-24T02:37:04.855796Z,3915.33,idk_513ee331,low
evt_c0d200128c87,invoice.paid,cus_deb17d12,inv_46a3978a,2026-04-24T02:37:04.857699Z,2807.35,idk_b4db80c5,high
evt_2f5ed850208a,compliance.failed,cus_24f1af9e,,2026-04-24T02:37:04.876665Z,1482.45,idk_abfa10d9,high
evt_2ec25dc4c632,compliance.submitted,cus_deb17d12,inv_04c0d70b,2026-04-24T02:37:04.955416Z,3085.26,idk_74c05830,high
evt_bc41097576e5,invoice.paid,cus_a10fb4ab,,2026-04-24T02:37:04.968632Z,3763.62,idk_b7a50a17,low
evt_c98f28defaa8,invoice.validated,cus_8221c5dc,,2026-04-24T02:37:04.971978Z,3251.19,idk_8cd58568,high
evt_8601f9c4e481,invoice.paid,cus_f5cd8f3b,inv_acb46acd,2026-04-24T02:37:04.974941Z,3518.37,idk_27e34bb7,normal
evt_75604c81d21a,invoice.paid,cus_cfedd7dc,inv_b6ff4756,2026-04-24T02:37:05.004569Z,1547.63,idk_7a096368,normal
evt_f5e59048e9d3,invoice.paid,cus_84a5055b,inv_f7b90ebd,2026-04-24T03:37:04.795027Z,4021.4,idk_588c5541,high
evt_d4046d8fdc09,invoice.paid,cus_0f1fb209,,2026-04-24T03:37:04.800184Z,1621.55,idk_d659969d,high
evt_e488410e5f75,invoice.validated,cus_05091141,,2026-04-24T03:37:04.840501Z,1847.88,idk_6661fe1f,normal
evt_2fd946591d81,invoice.rejected,cus_269ef271,inv_a2e1d79f,2026-04-24T03:37:04.842900Z,3333.98,idk_82de72df,high
evt_1b633800c927,invoice.rejected,cus_ff7cd56f,,2026-04-24T03:37:04.861750Z,3666.56,idk_2ad61041,low
evt_f3ff916da6c2,invoice.rejected,cus_780fd030,inv_282f40b4,2026-04-24T03:37:04.873942Z,1006.57,idk_075d29b9,low
evt_f6eddaacfd3e,invoice.rejected,cus_033dfe63,inv_79228f3d,2026-04-24T03:37:04.907982Z,3967.07,idk_60d20c08,high
evt_2c4d2eaa037d,compliance.failed,cus_57ae260e,inv_8485be64,2026-04-24T03:37:04.924514Z,4707.62,idk_04801fd5,low
evt_384c19db62e5,invoice.paid,cus_f4412bc1,inv_b1bd7808,2026-04-24T03:37:04.930848Z,3721.17,idk_8c0cb462,low
evt_dfc94e563c38,invoice.created,cus_57ae260e,,2026-04-24T03:37:04.936980Z,405.17,idk_76f4ec16,normal
evt_a2e5410896ba,invoice.paid,cus_deb17d12,,2026-04-24T03:37:04.964941Z,4660.44,idk_b619919c,normal
evt_7a4780ecf0c5,invoice.paid,cus_9c7a0a1e,,2026-04-24T03:37:04.967135Z,3162.38,idk_55d9f84a,high
evt_af9b55c98b70,invoice.created,cus_d24900e9,inv_75d2e4b4,2026-04-24T03:37:04.976482Z,4371.71,idk_ab36df09,high
evt_be368919d130,compliance.failed,cus_5b3410f0,inv_001817c5,2026-04-24T04:37:04.803284Z,710.54,idk_9235dca5,high
evt_56a22ea78ee3,compliance.failed,cus_d17473b1,inv_fa8c10fe,2026-04-24T04:37:04.820918Z,2277.55,idk_833f6597,normal
evt_2bb14ccd5b6e,invoice.validated,cus_946f7608,inv_41071aff,2026-04-24T04:37:04.827892Z,3971.29,idk_8ac96b0c,high
evt_490f67395094,invoice.validated,cus_cfedd7dc,,2026-04-24T04:37:04.838899Z,3672.43,idk_d28bf80c,high
evt_7e55bed41179,invoice.rejected,cus_f44f1851,,2026-04-24T04:37:04.854130Z,4681.32,idk_a28eaab7,high
evt_ba4ab908cf59,invoice.validated,cus_45d4d6e7,,2026-04-24T04:37:04.870911Z,1328.48,idk_1fca0e58,high
evt_b9eaa513bce6,invoice.paid,cus_d4060238,inv_398c5782,2026-04-24T04:37:04.901186Z,1498.72,idk_c6e3d1ab,low
evt_1b3b70c6cd87,compliance.failed,cus_226e5df8,,2026-04-24T04:37:04.911189Z,2236.69,idk_eee44146,high
evt_d5cb79c67dd3,invoice.rejected,cus_7e7dd8d8,inv_2cfe669c,2026-04-24T04:37:04.953547Z,128.97,idk_59445b1c,high
evt_a2519dddb3cc,invoice.validated,cus_deb17d12,inv_9867569c,2026-04-24T04:37:04.969628Z,825.75,idk_de730992,high
evt_b08f4db0552e,invoice.created,cus_c7c6e1e1,inv_b4fa3768,2026-04-24T04:37:04.987635Z,1153.83,idk_631fea22,normal
evt_de36623c1ec3,invoice.created,cus_0ebf6058,,2026-04-24T04:37:05.009438Z,951.14,idk_db7cdb57,low
evt_8dfdf5925e5a,compliance.submitted,cus_10654226,inv_332e8fab,2026-04-24T05:37:04.840369Z,296.36,idk_a9278d3c,low
evt_95e1f7abfb12,compliance.failed,cus_e478c79c,inv_0ac21f83,2026-04-24T05:37:04.842027Z,2541.33,idk_7d4f69ac,normal
evt_1f572e09ce96,compliance.failed,cus_6de90fa4,inv_810b3ebb,2026-04-24T05:37:04.848720Z,3843.39,idk_d547ff18,low
evt_2a9c83fa753f,compliance.failed,cus_226e5df8,inv_4cb91ad9,2026-04-24T05:37:04.850026Z,1917.76,idk_a1ac0cd3,normal
evt_4a56eac4cc50,invoice.rejected,cus_bcb0dc88,inv_1dca2b12,2026-04-24T05:37:04.851480Z,4597.26,idk_ebed4d5e,low
evt_5ecf71dde51c,invoice.created,cus_a6d9cc67,,2026-04-24T05:37:04.869768Z,2297.06,idk_94282253,low
evt_368ed4191779,invoice.rejected,cus_226e5df8,inv_3bae26fd,2026-04-24T05:37:04.901208Z,298.01,idk_f0b2c27e,high
evt_5f91c9d1d594,invoice.rejected,cus_9c19208b,inv_a2d77b5b,2026-04-24T05:37:04.906755Z,3652.95,idk_50a7e2fa,low
evt_463f53f44a8b,compliance.failed,cus_4f8e74cf,inv_62906050,2026-04-24T05:37:04.969250Z,554.22,idk_81a05135,high
evt_7600bae7c6bc,compliance.submitted,cus_693cc64f,inv_27ec3ead,2026-04-24T05:37:04.974069Z,1707.05,idk_6adbb971,high
evt_0f9a6129c4cf,compliance.failed,cus_7009fcf6,,2026-04-24T05:37:05.002183Z,1560.65,idk_b0d86be9,low
evt_8babaaf3f064,invoice.rejected,cus_d4060238,inv_5f33dd7e,2026-04-24T06:37:04.787480Z,1740.92,idk_be122337,high
evt_4291a828d697,compliance.submitted,cus_f570eeee,inv_aa9bf0d0,2026-04-24T06:37:04.813918Z,108.58,idk_df082086,low
evt_442e46a957bd,invoice.validated,cus_4914be43,inv_8d4c761f,2026-04-24T06:37:04.835409Z,3279.3,idk_b4bafd0a,normal
evt_b1b0cbae115d,invoice.validated,cus_d5d2b1d5,,2026-04-24T06:37:04.835625Z,2040.8,idk_13077f4b,high
evt_d289b9ad9ba3,compliance.submitted,cus_37f90dd3,,2026-04-24T06:37:04.840250Z,1024.41,idk_79afe86e,low
evt_c9bdea1978e1,compliance.submitted,cus_61126bec,,2026-04-24T06:37:04.847593Z,4136.93,idk_7115f01a,low
evt_03c4fac84a84,invoice.validated,cus_6d404541,inv_0aacc60f,2026-04-24T06:37:04.860281Z,4886.05,idk_ea7ffc0c,low
evt_f760d24e4ab6,invoice.rejected,cus_6de90fa4,inv_0375555d,2026-04-24T06:37:04.863299Z,3475.28,idk_e2c08c90,normal
evt_3f3947e29661,invoice.validated,cus_20786a5a,inv_f39cd39a,2026-04-24T06:37:04.888315Z,3195.52,idk_2d2a9e71,high
evt_60d9e0081d07,invoice.validated,cus_471e9d57,inv_bbfced02,2026-04-24T06:37:04.890211Z,4156.24,idk_4b23a9a8,normal
evt_63232d0542d9,compliance.failed,cus_f4412bc1,inv_b7078686,2026-04-24T06:37:04.897260Z,214.69,idk_f865d136,high
evt_4265125dca3f,invoice.paid,cus_674ef98f,inv_36670397,2026-04-24T06:37:04.934554Z,1676.34,idk_247bada1,low
evt_29d2ddcbbc71,compliance.failed,cus_9e134787,inv_c3f2dbef,2026-04-24T06:37:04.956565Z,3189.55,idk_da575eae,low
evt_e55d1b2d03d1,invoice.rejected,cus_b399d6ea,inv_5060b7e7,2026-04-24T06:37:04.988990Z,3023.65,idk_549c2cd0,normal
evt_78c2540ca7ee,invoice.rejected,cus_f6cdd97a,,2026-04-24T06:37:04.993065Z,907.79,idk_7c853abd,normal
evt_ba802e25eb11,invoice.paid,cus_e5bce881,inv_e0a19ee1,2026-04-24T06:37:04.994856Z,4428.86,idk_ce8f540d,high
evt_b570e3fabb76,compliance.failed,cus_3f6d5d76,inv_c7aaadcb,2026-04-24T06:37:05.000702Z,3114.64,idk_1dadde8c,high
evt_bd855a0acad5,invoice.paid,cus_701d4c45,inv_cc3206c3,2026-04-24T06:37:05.016343Z,4860.5,idk_4603076a,low
evt_e34be881b19f,invoice.paid,cus_9e134787,inv_9adb644e,2026-04-24T07:37:04.866227Z,2753.62,idk_72359eb0,normal
evt_af23d928c3cf,compliance.submitted,cus_3167e9e6,inv_01cc0509,2026-04-24T07:37:04.897518Z,4610.69,idk_7897ce2b,high
evt_04c96e0eae63,compliance.submitted,cus_4d2b4c47,,2026-04-24T07:37:04.924852Z,1851.88,idk_9f50ec48,normal
evt_7dbfe24f6bdf,compliance.submitted,cus_e5bce881,,2026-04-24T07:37:04.944522Z,741.39,idk_00b61c3a,high
evt_647a1ef88116,invoice.rejected,cus_cfedd7dc,inv_941e32db,2026-04-24T07:37:04.945741Z,3124.36,idk_841fb35b,normal
evt_d64a20b21a60,invoice.paid,cus_226e5df8,,2026-04-24T07:37:04.946160Z,671.95,idk_9c4c1f0f,low
evt_caf91f892327,invoice.created,cus_3f6d5d76,inv_ae5a9505,2026-04-24T07:37:04.947453Z,4933.85,idk_fb846841,low
evt_263c5622003a,compliance.submitted,cus_8221c5dc,inv_01bbef7c,2026-04-24T07:37:04.952395Z,1889.95,idk_fe2bbe6b,normal
evt_ab337d13c3e8,compliance.submitted,cus_0ebf6058,,2026-04-24T07:37:04.953069Z,698.55,idk_c596ad2a,normal
evt_e290e73b946a,invoice.validated,cus_acd5ca57,,2026-04-24T07:37:04.954636Z,1296.29,idk_690f6c77,low
evt_c251392d3c33,invoice.validated,cus_fe077f3c,inv_5a963aa8,2026-04-24T07:37:04.967193Z,617.3,idk_497dadbf,high
evt_cfd04a7b0930,compliance.failed,cus_05091141,,2026-04-24T07:37:04.986188Z,2157.15,idk_686e07f7,normal
evt_5f8440145d55,invoice.rejected,cus_acd5ca57,inv_009076b3,2026-04-24T07:37:05.006895Z,1851.77,idk_c37d88b5,low
evt_189e1a106b77,invoice.paid,cus_a1ca23cc,,2026-04-24T08:37:04.789605Z,444.88,idk_89330cac,high
evt_e2cea318dce3,invoice.paid,cus_fe077f3c,,2026-04-24T08:37:04.796537Z,3371.04,idk_b4de0c3e,low
evt_d2ee49bcf364,invoice.validated,cus_acd5ca57,,2026-04-24T08:37:04.804427Z,4320.33,idk_280857c7,high
evt_ea47929d6abb,invoice.paid,cus_45d4d6e7,inv_4f4593f0,2026-04-24T08:37:04.807244Z,382.38,idk_fc5ce843,low
evt_addfe994954f,invoice.created,cus_05b86f88,inv_e087f53b,2026-04-24T08:37:04.830779Z,3790.57,idk_4147521f,low
evt_d558e5d966d0,invoice.rejected,cus_b89cd28c,inv_942f1185,2026-04-24T08:37:04.848900Z,3981.92,idk_80fcd634,high
evt_669bfe5e1d51,compliance.failed,cus_c7c6e1e1,inv_84ca3d5c,2026-04-24T08:37:04.892573Z,4959.88,idk_08e2f4c2,normal
evt_219da4dacc57,invoice.created,cus_57ae260e,inv_05840a3e,2026-04-24T08:37:04.921141Z,1192.32,idk_5a678fe1,low
evt_e1574d2c3360,invoice.validated,cus_02ced190,inv_fbc1a836,2026-04-24T08:37:04.928330Z,4719.09,idk_c33acac8,low
evt_14594d48dde2,invoice.paid,cus_a1ca23cc,inv_d82fdb7e,2026-04-24T08:37:04.932420Z,2634.27,idk_65939cdb,high
evt_b10df1eb5164,compliance.submitted,cus_f09eadbd,,2026-04-24T08:37:04.939972Z,4069.8,idk_840aaa44,normal
evt_ade184c251b9,invoice.validated,cus_b5a76dc2,inv_4f4af39f,2026-04-24T08:37:04.949798Z,2376.36,idk_649b20b5,low
evt_e5d4b0bffda8,compliance.submitted,cus_52b2dc3c,inv_f24da7c7,2026-04-24T08:37:04.957073Z,1516.27,idk_0acf5e58,low
evt_14efc5636d82,compliance.submitted,cus_cafb9a52,,2026-04-24T08:37:05.002084Z,4866.59,idk_d35608b4,high
evt_f944163ccbbf,compliance.submitted,cus_226e5df8,inv_539a8cb6,2026-04-24T08:37:05.004964Z,843.53,idk_50da4672,low
evt_d5ce1dd85960,invoice.paid,cus_deb17d12,,2026-04-24T08:37:05.012884Z,3219.15,idk_7994f02d,low
evt_20d63a9d4347,invoice.rejected,cus_c7c6e1e1,inv_aa031a84,2026-04-24T09:37:04.793906Z,4598.05,idk_7af573c7,normal
evt_a0d0c6bb353b,compliance.submitted,cus_bc0ff9d8,inv_1884810f,2026-04-24T09:37:04.795006Z,3018.25,idk_516c83e1,normal
evt_854894508276,invoice.validated,cus_ba38df4d,,2026-04-24T09:37:04.824333Z,3729.55,idk_ac714ccb,high
evt_8020e33b1bea,invoice.rejected,cus_b5a76dc2,,2026-04-24T09:37:04.831418Z,4856.76,idk_34d7d16c,low
evt_4458e183ac1f,invoice.validated,cus_d8231f83,inv_f5a1fd36,2026-04-24T09:37:04.832328Z,4860.07,idk_632f2332,high
evt_d9eb99180d56,compliance.failed,cus_b237ecf5,,2026-04-24T09:37:04.837140Z,2194.62,idk_7e5b4a34,normal
evt_f33f23ab5544,invoice.rejected,cus_57ae260e,inv_02c209b0,2026-04-24T09:37:04.839673Z,1675.81,idk_bafc7ddb,low
evt_881c660bee37,invoice.rejected,cus_b399d6ea,inv_c3cb4a64,2026-04-24T09:37:04.845365Z,1291.75,idk_52020b0b,normal
evt_c2f55d9e4094,invoice.validated,cus_4f7d6cfe,inv_935791a4,2026-04-24T09:37:04.851879Z,2064.96,idk_8e2dc21e,low
evt_2cccf4ad8c51,compliance.failed,cus_ad61fe25,inv_a4eae87b,2026-04-24T09:37:04.853244Z,710.55,idk_e1d46f67,high
evt_9c295641cba0,compliance.failed,cus_a0b3e16f,inv_0a01f341,2026-04-24T09:37:04.854511Z,856.13,idk_7df7f916,high
evt_4168ce0f2049,invoice.rejected,cus_ba38df4d,,2026-04-24T09:37:04.880794Z,3309.74,idk_06b9d021,low
evt_ab436bae7982,invoice.validated,cus_cfedd7dc,,2026-04-24T09:37:04.892131Z,232.73,idk_010279dc,low
evt_b8c302e4353d,invoice.validated,cus_fe077f3c,inv_d246f438,2026-04-24T09:37:04.952090Z,1906.53,idk_8dbeb789,high
evt_1443d62631d0,invoice.rejected,cus_d7890521,inv_33c6ac7c,2026-04-24T09:37:04.960043Z,4884.05,idk_40455205,normal
evt_3458fe5e46cb,invoice.created,cus_4ea36b7d,inv_13af3514,2026-04-24T10:37:04.816462Z,4632.23,idk_8bd73cfd,low
evt_3b96b394d469,invoice.created,cus_0ebf6058,,2026-04-24T10:37:04.823227Z,3996.24,idk_260b81e2,high
evt_83e2c2656b0d,compliance.failed,cus_4fc5acc5,inv_13fd07a4,2026-04-24T10:37:04.826210Z,3949.33,idk_6ba393b9,normal
evt_82bea7952c32,compliance.failed,cus_946f7608,inv_e1199360,2026-04-24T10:37:04.836617Z,3519.38,idk_d0bb3548,high
evt_eb73cabdb26e,invoice.rejected,cus_701d4c45,inv_3034ed07,2026-04-24T10:37:04.846440Z,2422.56,idk_52b19441,low
evt_0d1e47a2d74e,invoice.paid,cus_b5a76dc2,,2026-04-24T10:37:04.857344Z,2070.49,idk_5facfc94,high
evt_687814f7089e,invoice.validated,cus_5b3410f0,,2026-04-24T10:37:04.859910Z,3794.57,idk_079565bd,high
evt_82a5b90a75d2,invoice.validated,cus_ba38df4d,,2026-04-24T10:37:04.865311Z,1076.72,idk_68151f91,low
evt_08922fd3602c,invoice.validated,cus_84b1ac3f,inv_13ac055b,2026-04-24T10:37:04.893064Z,4686.85,idk_e1a3fa37,normal
evt_9cb432663ead,compliance.failed,cus_7e7dd8d8,inv_bc72cca8,2026-04-24T10:37:04.917206Z,3330.68,idk_7be178c0,normal
evt_3c1a54accee8,invoice.paid,cus_97373b5e,,2026-04-24T10:37:04.920396Z,1823.28,idk_314a62e8,normal
evt_86c3fca1a41a,invoice.paid,cus_3f6d5d76,inv_727127dc,2026-04-24T10:37:04.921943Z,1612.28,idk_467bb81e,high
evt_2d8babe903b1,invoice.created,cus_57ae260e,inv_bb2e9be6,2026-04-24T10:37:04.950263Z,4455.86,idk_117ead4d,normal
evt_143f77a455b8,compliance.submitted,cus_18dd0330,inv_365fda7d,2026-04-24T10:37:04.994498Z,3487.99,idk_1048abb5,high
evt_48f2f2a933c2,invoice.paid,cus_d17473b1,,2026-04-24T11:37:04.801587Z,1392.15,idk_8bd5c382,high
evt_86ac685977c5,compliance.failed,cus_a10fb4ab,inv_9bcd901a,2026-04-24T11:37:04.813633Z,1940.79,idk_6361853c,low
evt_7bf1257fa34a,compliance.failed,cus_b5a76dc2,inv_faa0a415,2026-04-24T11:37:04.815079Z,910.63,idk_f81ee2e3,high
evt_62cd36cb4777,invoice.paid,cus_ba38df4d,inv_ace7145b,2026-04-24T11:37:04.815293Z,4522.65,idk_99244d3b,normal
evt_285606a1fc8e,invoice.validated,cus_92c8c490,inv_9805b5d9,2026-04-24T11:37:04.820687Z,741.63,idk_f2f4a63f,high
evt_8733cd7a3644,invoice.rejected,cus_37f90dd3,,2026-04-24T11:37:04.886297Z,3183.03,idk_74f9849b,normal
evt_ccd2f5621a10,invoice.validated,cus_4d2b4c47,inv_f1874fea,2026-04-24T11:37:04.896225Z,2881.07,idk_ff5bf70f,low
evt_32aeb2e6fa54,invoice.created,cus_e44e1d65,inv_1c3a422b,2026-04-24T11:37:04.927540Z,1673.45,idk_b8fabfbe,low
evt_7d8403d24092,invoice.paid,cus_d4060238,,2026-04-24T11:37:04.933768Z,2479.81,idk_fb2e3259,high
evt_3f9797030537,invoice.validated,cus_52b2dc3c,inv_e7f5c515,2026-04-24T11:37:04.970126Z,4980.89,idk_16bc529f,high
evt_3f0e98a07807,compliance.failed,cus_cfcd3b7a,inv_c83152a8,2026-04-24T11:37:04.993137Z,4407.12,idk_e1864173,normal
evt_4ac1ba5cc102,compliance.submitted,cus_cafb9a52,inv_8cd61c4f,2026-04-24T11:37:05.015501Z,1282.44,idk_e1ca48da,low
evt_c8713e00c927,compliance.failed,cus_bc0ff9d8,,2026-04-24T12:37:04.781118Z,3325.19,idk_92ebf0c5,low
evt_fba38b8afecf,invoice.paid,cus_3e1743b5,,2026-04-24T12:37:04.782855Z,3990.41,idk_5402ad2e,normal
evt_5a240959b824,invoice.paid,cus_261230c2,inv_da633f7d,2026-04-24T12:37:04.809206Z,4800.8,idk_e6eb9ed0,low
evt_69cbe1395cea,invoice.paid,cus_57ae260e,inv_c7b03086,2026-04-24T12:37:04.809749Z,1200.02,idk_03d7a948,low
evt_1394eea43dd3,invoice.paid,cus_e44e1d65,inv_48c4b7bd,2026-04-24T12:37:04.882609Z,1108.13,idk_b068c071,normal
evt_119849202156,invoice.validated,cus_1f464e97,,2026-04-24T12:37:04.882734Z,3401.87,idk_604d97c9,normal
evt_48f28fa2c433,invoice.validated,cus_acd5ca57,,2026-04-24T12:37:04.901428Z,1215.22,idk_fe1bbae8,low
