event_id,delivery_state,failure_reason,safe_to_replay,recommended_action
evt_4fd8fc1ffbe9,delivered,none,False,none
evt_6ac722ab2683,expired,customer_endpoint_down,True,wait_and_retry
evt_fd12f77e8172,delivered,none,False,none
evt_6be0f8512942,delivered,none,False,none
evt_34f28bd7bc65,delivered,none,False,none
evt_06cd10c71b3a,delivered,none,False,none
evt_559666226f77,expired,payload_too_large,False,reduce_payload_size
evt_8c66961367b7,delivered,none,False,none
evt_01ed0b9a2a9e,expired,payload_too_large,False,reduce_payload_size
evt_a779943e2ae6,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_1ef0de4cb969,expired,payload_too_large,False,reduce_payload_size
evt_4d97f24e67c2,expired,payload_too_large,False,reduce_payload_size
evt_18d9c99bd712,delivered,none,False,none
evt_0eac87c384e9,expired,payload_too_large,False,reduce_payload_size
evt_9713c45973f3,expired,payload_too_large,False,reduce_payload_size
evt_29f65fd7b787,expired,replay_without_fix,False,investigate
evt_cd54b8f57b0f,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_31ecfc7f0883,delivered,none,False,none
evt_1429a02344e3,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_98f8bb6d074e,delivered,none,False,none
evt_2fb6bd4ac267,delivered,none,False,none
evt_623d2b6aa3e3,delivered,none,False,none
evt_09d10c719006,delivered,none,False,none
evt_a6da87eeae71,delivered,none,False,none
evt_d99461a95acf,delivered,none,False,none
evt_a1e1a84e17d8,duplicate,duplicate_event,False,fix_retry_logic
evt_ac9edb22234e,delivered,none,False,none
evt_015d4b4455b6,delivered,none,False,none
evt_4e96b4b2c123,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_296f535cab8f,expired,timeout,True,investigate
evt_96d1259d6478,delivered,none,False,none
evt_e04f9a1995e5,expired,payload_too_large,False,reduce_payload_size
evt_3982a91124e8,expired,payload_too_large,False,reduce_payload_size
evt_600128f8457d,delivered,none,False,none
evt_a50a04299271,delivered,none,False,none
evt_edfadec1d6dc,delivered,none,False,none
evt_199fc4ccf79f,expired,payload_too_large,False,reduce_payload_size
evt_4b7fa2191201,delivered,none,False,none
evt_cf899000e78d,delivered,none,False,none
evt_5697761363c2,delivered,none,False,none
evt_2e8ff5774996,duplicate,duplicate_event,False,fix_retry_logic
evt_1995f6b3437c,delivered,none,False,none
evt_1f926c7fe0cb,delivered,none,False,none
evt_c4eb0b8f958f,expired,customer_endpoint_down,True,wait_and_retry
evt_7d28e8849c97,delivered,none,False,none
evt_1f7d077bbc58,expired,payload_too_large,False,reduce_payload_size
evt_a129ddfd4c8a,expired,payload_too_large,False,reduce_payload_size
evt_0bdba30d4c2a,delivered,none,False,none
evt_d29717f8e870,delivered,none,False,none
evt_9fadf65f527b,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_f2cee9d9f5b4,duplicate,duplicate_event,False,fix_retry_logic
evt_3f23944b2a7e,expired,payload_too_large,False,reduce_payload_size
evt_725806a24604,expired,payload_too_large,False,reduce_payload_size
evt_807db1c03a64,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_5906bd747a17,expired,payload_too_large,False,reduce_payload_size
evt_aab5ea2ed1cb,expired,payload_too_large,False,reduce_payload_size
evt_b46e9f3d9d4c,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_12df590764c5,delivered,none,False,none
evt_d1230e91282b,expired,payload_too_large,False,reduce_payload_size
evt_c522d7afaa7d,delivered,none,False,none
evt_2bc886be517a,expired,payload_too_large,False,reduce_payload_size
evt_c188c5c834dc,expired,invalid_signature,True,verify_signature_config
evt_ef76db8d4b3d,delivered,none,False,none
evt_63b24add7223,expired,rate_limited,True,apply_exponential_backoff
evt_ee8f9a93bc2c,expired,payload_too_large,False,reduce_payload_size
evt_38622699938b,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_5b5392d8799d,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_77b83467e6dd,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_cff07a03f03a,expired,payload_too_large,False,reduce_payload_size
evt_05c4fb64d230,expired,payload_too_large,False,reduce_payload_size
evt_f970c7833421,delivered,none,False,none
evt_52415612eacd,delivered,none,False,none
evt_9221417dd593,expired,invalid_signature,True,verify_signature_config
evt_cfb9c381d331,expired,payload_too_large,False,reduce_payload_size
evt_4e582d790c7b,delivered,none,False,none
evt_4bc06e2be82e,delivered,none,False,none
evt_2976f88774e2,expired,payload_too_large,False,reduce_payload_size
evt_692761a068c2,expired,payload_too_large,False,reduce_payload_size
evt_c5a6f6bf9788,delivered,none,False,none
evt_e42df7b80350,delivered,none,False,none
evt_7d4726fee7fa,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_4e3cb21519cd,delivered,none,False,none
evt_393b3d0bd941,delivered,none,False,none
evt_7ea50e41a291,delivered,none,False,none
evt_b29ade2554b9,expired,replay_without_fix,False,investigate
evt_ed1ce50f9afd,expired,payload_too_large,False,reduce_payload_size
evt_6ae326dbf346,expired,payload_too_large,False,reduce_payload_size
evt_b8e1772b768f,delivered,none,False,none
evt_237f835bb904,expired,payload_too_large,False,reduce_payload_size
evt_4afbbc094f10,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_6a35c6955a3d,expired,payload_too_large,False,reduce_payload_size
evt_65c453568770,expired,replay_without_fix,False,investigate
evt_978dfbea8754,expired,payload_too_large,False,reduce_payload_size
evt_d13df47578ef,expired,payload_too_large,False,reduce_payload_size
evt_0574dc2e5674,delivered,none,False,none
evt_18cbfe35d366,delivered,none,False,none
evt_55f35091389e,expired,replay_without_fix,False,investigate
evt_48c84bcf5d1a,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_ada1ab4bd0f2,expired,payload_too_large,False,reduce_payload_size
evt_5679a97fa478,delivered,none,False,none
evt_d3c214d5a877,delivered,none,False,none
evt_20d4de0642c9,expired,payload_too_large,False,reduce_payload_size
evt_b1b346ab5448,expired,malformed_response,True,investigate
evt_ee8ca248a23f,delivered,none,False,none
evt_829ae679d6ce,expired,malformed_response,True,investigate
evt_96a571d75ec6,expired,payload_too_large,False,reduce_payload_size
evt_c90ae3a769fe,expired,malformed_response,True,investigate
evt_f459339350b5,delivered,none,False,none
evt_645a75cf1387,delivered,none,False,none
evt_f2573e5f19b8,delivered,none,False,none
evt_d2967e4c3f98,expired,payload_too_large,False,reduce_payload_size
evt_a368b59b359b,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_6a25665ac6cd,delivered,none,False,none
evt_9c89b0bea8ed,expired,payload_too_large,False,reduce_payload_size
evt_1fcccdcf1300,delivered,none,False,none
evt_4e8db77dd9e5,expired,payload_too_large,False,reduce_payload_size
evt_550e6ae4c309,delivered,none,False,none
evt_1d9a8bd6abe6,delivered,none,False,none
evt_0baeb445e964,expired,rate_limited,True,apply_exponential_backoff
evt_4393f23cb573,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_e32ead2ac3b6,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_658fc815144a,expired,payload_too_large,False,reduce_payload_size
evt_def671b2d469,delivered,none,False,none
evt_e6c4efa08119,expired,payload_too_large,False,reduce_payload_size
evt_bef86ad07646,delivered,none,False,none
evt_d2b717af57b7,delivered,none,False,none
evt_793081caab6a,expired,payload_too_large,False,reduce_payload_size
evt_52f92e444da0,delivered,none,False,none
evt_cd8db452f7ba,delivered,none,False,none
evt_4b836af0a3c2,expired,payload_too_large,False,reduce_payload_size
evt_471876f1b50a,expired,payload_too_large,False,reduce_payload_size
evt_437ad3320889,delivered,none,False,none
evt_cad3c24b7ea7,delivered,none,False,none
evt_544467376d96,expired,payload_too_large,False,reduce_payload_size
evt_ae428c6adf37,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_22713fe69977,delivered,none,False,none
evt_ea4a4e1791ed,expired,payload_too_large,False,reduce_payload_size
evt_963d0fa4b2f9,delivered,none,False,none
evt_3688549479d8,expired,payload_too_large,False,reduce_payload_size
evt_d0711c9f38d8,expired,payload_too_large,False,reduce_payload_size
evt_2e0ead99b10b,delivered,none,False,none
evt_a3f4632aa48e,delivered,none,False,none
evt_4552a9b197e0,delivered,none,False,none
evt_c39d7571ad24,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_8e3baafac394,delivered,none,False,none
evt_f4aeef1c561f,expired,timeout,True,investigate
evt_6b1bedd0da91,expired,invalid_signature,True,verify_signature_config
evt_d1f2372f264d,delivered,none,False,none
evt_7d4c6236fcac,delivered,none,False,none
evt_bd1941ad4054,expired,payload_too_large,False,reduce_payload_size
evt_7d167fd144b5,expired,payload_too_large,False,reduce_payload_size
evt_90c8782c51aa,delivered,none,False,none
evt_b23f76b39225,expired,payload_too_large,False,reduce_payload_size
evt_4b60d5d6172d,expired,payload_too_large,False,reduce_payload_size
evt_838ac627f968,expired,payload_too_large,False,reduce_payload_size
evt_3d5b3cc5005e,delivered,none,False,none
evt_e57d817d4339,expired,payload_too_large,False,reduce_payload_size
evt_6ef5156a2ed7,expired,payload_too_large,False,reduce_payload_size
evt_5d25e2c7c72d,expired,payload_too_large,False,reduce_payload_size
evt_7ba16b8f4369,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_ecce8ca8da49,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_b59d909ffdab,expired,payload_too_large,False,reduce_payload_size
evt_35f840ff08c2,expired,payload_too_large,False,reduce_payload_size
evt_ab763e50c7b0,delivered,none,False,none
evt_ed9c8ced4344,expired,rate_limited,True,apply_exponential_backoff
evt_45669c146d67,delivered,none,False,none
evt_bc6cdd988d88,delivered,none,False,none
evt_d4a8d7bc1f98,expired,payload_too_large,False,reduce_payload_size
evt_baf394959be8,delivered,none,False,none
evt_d81243c9dcd5,expired,payload_too_large,False,reduce_payload_size
evt_62deee9aa122,delivered,none,False,none
evt_d86c0630b900,expired,payload_too_large,False,reduce_payload_size
evt_40e4f522e6b7,expired,payload_too_large,False,reduce_payload_size
evt_bdecbb6f3b1b,duplicate,duplicate_event,False,fix_retry_logic
evt_4d07fa682d6c,delivered,none,False,none
evt_8d6fbd8b53b7,expired,payload_too_large,False,reduce_payload_size
evt_0dddbb6b5d10,expired,payload_too_large,False,reduce_payload_size
evt_ea9c8e7e946c,expired,payload_too_large,False,reduce_payload_size
evt_a1e5b2f8554d,delivered,none,False,none
evt_644bb15b2a38,expired,payload_too_large,False,reduce_payload_size
evt_e878ccce9f0e,delivered,none,False,none
evt_e04ea45a7709,expired,payload_too_large,False,reduce_payload_size
evt_3b250dff101f,expired,payload_too_large,False,reduce_payload_size
evt_3dcec039c55d,expired,payload_too_large,False,reduce_payload_size
evt_efdd6b9ca1aa,delivered,none,False,none
evt_7e4da9f7c12d,expired,payload_too_large,False,reduce_payload_size
evt_1b20b06df8f9,delivered,none,False,none
evt_34c57d2b1b9a,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_5e7dafc9b175,delivered,none,False,none
evt_12387e2b223a,expired,payload_too_large,False,reduce_payload_size
evt_b9c3e10571e5,duplicate,duplicate_event,False,fix_retry_logic
evt_59137af1f9ce,expired,payload_too_large,False,reduce_payload_size
evt_d0a7241afb9d,expired,payload_too_large,False,reduce_payload_size
evt_80fbd080d31e,delivered,none,False,none
evt_9f6c09cd492c,expired,payload_too_large,False,reduce_payload_size
evt_d725ac1cade6,expired,payload_too_large,False,reduce_payload_size
evt_9f3f7c21e846,delivered,none,False,none
evt_31b566ece486,delivered,none,False,none
evt_62125a9bda2a,expired,timeout,True,investigate
evt_b63b5fed8995,delivered,none,False,none
evt_4fe86817bded,delivered,none,False,none
evt_5a32fb6c9602,expired,payload_too_large,False,reduce_payload_size
evt_224acd34265e,expired,payload_too_large,False,reduce_payload_size
evt_e70e4e2a64f8,delivered,none,False,none
evt_ad9252ad6771,delivered,none,False,none
evt_a35c80948f1f,delivered,none,False,none
evt_9b77d4ed29e1,expired,customer_endpoint_down,True,wait_and_retry
evt_dc378c6aa78c,expired,payload_too_large,False,reduce_payload_size
evt_37f644513979,expired,payload_too_large,False,reduce_payload_size
evt_8adc5cfb0db4,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_2de27d37ba96,expired,payload_too_large,False,reduce_payload_size
evt_38722f388657,delivered,none,False,none
evt_14613423110d,expired,rate_limited,True,apply_exponential_backoff
evt_71cd79d9a53c,delivered,none,False,none
evt_56fc24cfd558,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_a7679e6b2325,delivered,none,False,none
evt_b9bb1d0288ef,delivered,none,False,none
evt_cc4ceb45193b,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_73f57be4dd45,expired,payload_too_large,False,reduce_payload_size
evt_11c83618eb88,expired,rate_limited,True,apply_exponential_backoff
evt_8a51c8badef1,delivered,none,False,none
evt_35285d61990c,expired,replay_without_fix,False,investigate
evt_5465f3c8d808,delivered,none,False,none
evt_0d8bd83a126a,expired,timeout,True,investigate
evt_e2c9dec385a0,expired,payload_too_large,False,reduce_payload_size
evt_822e35f22106,delivered,none,False,none
evt_c896a4837acf,expired,customer_endpoint_down,True,wait_and_retry
evt_aa4e3a1d7192,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_e5737c7d7ffa,expired,customer_endpoint_down,True,wait_and_retry
evt_4746c477f0e9,delivered,none,False,none
evt_d6a3a6f09521,expired,payload_too_large,False,reduce_payload_size
evt_d48829ec63c2,expired,timeout,True,investigate
evt_9f803a3ccae2,expired,payload_too_large,False,reduce_payload_size
evt_ee410dff8ac1,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_fa00ddad4872,delivered,none,False,none
evt_c8f2fba30c0f,delivered,none,False,none
evt_d22e79d3e788,delivered,none,False,none
evt_9c40cb4c44bc,delivered,none,False,none
evt_37e884e9dcbe,delivered,none,False,none
evt_07fbad4fec13,duplicate,duplicate_event,False,fix_retry_logic
evt_113391756f94,delivered,none,False,none
evt_06487f383dd0,expired,payload_too_large,False,reduce_payload_size
evt_56c0f87c1b28,delivered,none,False,none
evt_fde7228766a7,delivered,none,False,none
evt_ae1380044774,delivered,none,False,none
evt_a9ac0b31fc53,expired,timeout,True,investigate
evt_901c66fc0351,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_f815426b2d4a,expired,invalid_signature,True,verify_signature_config
evt_e3807048d561,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_bd73693b549a,expired,payload_too_large,False,reduce_payload_size
evt_2d3bf0f2bf2f,delivered,none,False,none
evt_0a0adc410813,expired,payload_too_large,False,reduce_payload_size
evt_1ae3feb7cb7f,delivered,none,False,none
evt_f5edc083478d,expired,payload_too_large,False,reduce_payload_size
evt_331f118c52fa,expired,payload_too_large,False,reduce_payload_size
evt_bbf50d5c6195,expired,customer_endpoint_down,True,wait_and_retry
evt_cad7cd143884,delivered,none,False,none
evt_b98b5454d8c0,expired,payload_too_large,False,reduce_payload_size
evt_bc33ec93a1a9,expired,invalid_signature,True,verify_signature_config
evt_87943586332c,delivered,none,False,none
evt_d1fbeeb9de3d,delivered,none,False,none
evt_8b5965326a56,expired,payload_too_large,False,reduce_payload_size
evt_948e87163990,expired,payload_too_large,False,reduce_payload_size
evt_4dc2ba36089f,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_e25eefaaab2d,delivered,none,False,none
evt_d816bba53055,delivered,none,False,none
evt_35e24f95b509,delivered,none,False,none
evt_336b8b6bd4ed,delivered,none,False,none
evt_727dba968aa2,expired,payload_too_large,False,reduce_payload_size
evt_4108fcb405df,delivered,none,False,none
evt_58b65058652f,expired,payload_too_large,False,reduce_payload_size
evt_039c1870c1ae,delivered,none,False,none
evt_98572559bb31,expired,payload_too_large,False,reduce_payload_size
evt_0ac058ef5335,delivered,none,False,none
evt_6e0d4a0fe6e8,delivered,none,False,none
evt_c603b220ccf1,expired,payload_too_large,False,reduce_payload_size
evt_30c61870919e,expired,payload_too_large,False,reduce_payload_size
evt_057f981c1175,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_4118ce446156,delivered,none,False,none
evt_f308d44d46fd,expired,malformed_response,True,investigate
evt_3195fdd9e099,expired,payload_too_large,False,reduce_payload_size
evt_1a0864921341,expired,payload_too_large,False,reduce_payload_size
evt_7aa96a8fbc03,expired,payload_too_large,False,reduce_payload_size
evt_564f1fe297ec,expired,payload_too_large,False,reduce_payload_size
evt_a888fea3aef2,delivered,none,False,none
evt_25131051febe,expired,payload_too_large,False,reduce_payload_size
evt_665eead8ac47,delivered,none,False,none
evt_dc11e5772e70,delivered,none,False,none
evt_e04a9a0645b8,expired,payload_too_large,False,reduce_payload_size
evt_70b5c80205cb,expired,payload_too_large,False,reduce_payload_size
evt_73c9eb842c17,delivered,none,False,none
evt_375cac8c5b58,delivered,none,False,none
evt_a6293660734a,expired,payload_too_large,False,reduce_payload_size
evt_6f8feb1b94fc,delivered,none,False,none
evt_e24bb6858af9,delivered,none,False,none
evt_8fbea5c6498c,expired,payload_too_large,False,reduce_payload_size
evt_4ce80be4586f,expired,payload_too_large,False,reduce_payload_size
evt_edde9b1381c3,expired,payload_too_large,False,reduce_payload_size
evt_854422445633,delivered,none,False,none
evt_b2b45deff1c0,delivered,none,False,none
evt_f513d05731c8,expired,payload_too_large,False,reduce_payload_size
evt_86f92d112cb6,expired,payload_too_large,False,reduce_payload_size
evt_30057b111e3e,delivered,none,False,none
evt_b6dd09df3671,expired,timeout,True,investigate
evt_60e1de2bdb01,delivered,none,False,none
evt_6a64af58d351,expired,payload_too_large,False,reduce_payload_size
evt_b91f0695f2da,expired,rate_limited,True,apply_exponential_backoff
evt_da5d2941b1e8,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_22de36472b21,delivered,none,False,none
evt_b0000481a60d,expired,payload_too_large,False,reduce_payload_size
evt_6627aabe4004,delivered,none,False,none
evt_9736bfd683f2,delivered,none,False,none
evt_4558387286d3,expired,payload_too_large,False,reduce_payload_size
evt_0f599454afd1,delivered,none,False,none
evt_44607019cc79,expired,customer_endpoint_down,True,wait_and_retry
evt_4696bf6004b1,expired,malformed_response,True,investigate
evt_cca47d18204b,delivered,none,False,none
evt_6523b174a9f6,delivered,none,False,none
evt_5a4fd0816d3c,delivered,none,False,none
evt_4a3d29370810,delivered,none,False,none
evt_5a171757d300,expired,payload_too_large,False,reduce_payload_size
evt_99774933d603,expired,replay_without_fix,False,investigate
evt_5d136d779554,delivered,none,False,none
evt_4a62d411c949,expired,payload_too_large,False,reduce_payload_size
evt_b2692c2c1be2,expired,payload_too_large,False,reduce_payload_size
evt_349961446984,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_2851d7a4c54a,expired,payload_too_large,False,reduce_payload_size
evt_5a2f7a150aa4,expired,payload_too_large,False,reduce_payload_size
evt_4f1b172a6f66,expired,payload_too_large,False,reduce_payload_size
evt_1f5cffe3bd5e,delivered,none,False,none
evt_e40c2bf10c86,expired,payload_too_large,False,reduce_payload_size
evt_73d78492b851,expired,payload_too_large,False,reduce_payload_size
evt_9cce041c4086,expired,payload_too_large,False,reduce_payload_size
evt_076f29552fec,expired,payload_too_large,False,reduce_payload_size
evt_751e90dd1e11,delivered,none,False,none
evt_7b7f3331581c,delivered,none,False,none
evt_5e6c89277c15,expired,payload_too_large,False,reduce_payload_size
evt_7910c9b8a92b,delivered,none,False,none
evt_deb073eaa099,expired,malformed_response,True,investigate
evt_bd774f9dfe5b,delivered,none,False,none
evt_377d99a6ee8f,expired,payload_too_large,False,reduce_payload_size
evt_fc3ec19b9ad8,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_a21392a2224c,expired,payload_too_large,False,reduce_payload_size
evt_ceac9003d531,delivered,none,False,none
evt_b950516b512c,delivered,none,False,none
evt_49739183869c,delivered,none,False,none
evt_093989536a5b,delivered,none,False,none
evt_97b3876f6084,expired,payload_too_large,False,reduce_payload_size
evt_b00da7b5d96e,expired,payload_too_large,False,reduce_payload_size
evt_7a6a8fbbb546,expired,payload_too_large,False,reduce_payload_size
evt_d1de133adf2f,expired,payload_too_large,False,reduce_payload_size
evt_e5d15414101a,expired,payload_too_large,False,reduce_payload_size
evt_c19a5447e458,delivered,none,False,none
evt_af1d6e9ef712,delivered,none,False,none
evt_382beb9e8fb0,delivered,none,False,none
evt_7f4fa2c9cec2,delivered,none,False,none
evt_32a3baf82337,expired,payload_too_large,False,reduce_payload_size
evt_dcb2b076958c,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_82abc3a2e3cc,expired,payload_too_large,False,reduce_payload_size
evt_b9c53478ab31,expired,payload_too_large,False,reduce_payload_size
evt_0ba200ca166c,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_4a11ed62671a,expired,payload_too_large,False,reduce_payload_size
evt_242fb4217b3e,expired,payload_too_large,False,reduce_payload_size
evt_221d24103ace,delivered,none,False,none
evt_3df1c1b05e64,expired,payload_too_large,False,reduce_payload_size
evt_dc246fad5359,expired,malformed_response,True,investigate
evt_43a2c53c460c,delivered,none,False,none
evt_dffbea772e7a,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_3d0fa40a92c3,expired,payload_too_large,False,reduce_payload_size
evt_4b399c786f03,expired,payload_too_large,False,reduce_payload_size
evt_a93f9c5c9682,delivered,none,False,none
evt_eed6627fa8ad,expired,payload_too_large,False,reduce_payload_size
evt_2de152243db9,delivered,none,False,none
evt_4611ef6d08cb,expired,payload_too_large,False,reduce_payload_size
evt_a85fb0be58ff,expired,payload_too_large,False,reduce_payload_size
evt_800807dbcec1,expired,payload_too_large,False,reduce_payload_size
evt_738446fd346a,expired,payload_too_large,False,reduce_payload_size
evt_7b08bef2941b,expired,payload_too_large,False,reduce_payload_size
evt_49f13ca11837,delivered,none,False,none
evt_e396ac9b790c,delivered,none,False,none
evt_39798b43d8e9,expired,payload_too_large,False,reduce_payload_size
evt_bbfa1cd9307c,delivered,none,False,none
evt_0d01ec73552a,delivered,none,False,none
evt_10af16b48366,delivered,none,False,none
evt_704f457dd970,delivered,none,False,none
evt_51364b45f7b6,expired,customer_endpoint_down,True,wait_and_retry
evt_7f8afc5f18fa,delivered,none,False,none
evt_d61d3f3b525a,delivered,none,False,none
evt_3e94a062b43a,expired,payload_too_large,False,reduce_payload_size
evt_a67642dd1d5d,expired,payload_too_large,False,reduce_payload_size
evt_39dff7febf11,delivered,none,False,none
evt_e63dcfb133c3,delivered,none,False,none
evt_dd7382076522,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_fe10f80e8896,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_0e138e1c15b1,delivered,none,False,none
evt_f1021c40408b,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_3685a8f1a632,delivered,none,False,none
evt_1fe95ee38fd6,delivered,none,False,none
evt_f89936893583,delivered,none,False,none
evt_65dcb07ef3de,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_450e726ad1b7,expired,payload_too_large,False,reduce_payload_size
evt_2e6a65a8f1cd,expired,payload_too_large,False,reduce_payload_size
evt_d2531cd76949,delivered,none,False,none
evt_9ec4094e2e80,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_a4ce47144bb9,expired,customer_endpoint_down,True,wait_and_retry
evt_caa05401cdf4,delivered,none,False,none
evt_98fe8784e985,delivered,none,False,none
evt_77d112f6f3d0,delivered,none,False,none
evt_182c0c4f01b4,delivered,none,False,none
evt_563c03de8e3a,delivered,none,False,none
evt_3e128400fceb,delivered,none,False,none
evt_7d5b25199400,delivered,none,False,none
evt_95f39aa26123,expired,replay_without_fix,False,investigate
evt_9a976b925192,delivered,none,False,none
evt_b2dcea636bdb,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_f1a6ef140f0c,delivered,none,False,none
evt_4e14d909de83,expired,payload_too_large,False,reduce_payload_size
evt_0d91d00eab17,delivered,none,False,none
evt_6eec6c130325,duplicate,duplicate_event,False,fix_retry_logic
evt_718e2ef1c6dc,delivered,none,False,none
evt_9aae05fd477e,expired,payload_too_large,False,reduce_payload_size
evt_af1fed05b02a,expired,replay_without_fix,False,investigate
evt_34a4f9ca0a75,expired,timeout,True,investigate
evt_8cfbfdd87f56,expired,payload_too_large,False,reduce_payload_size
evt_d8e7e8495b78,expired,payload_too_large,False,reduce_payload_size
evt_930474543212,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_c4e2405569c4,delivered,none,False,none
evt_9b0ada79dfa2,expired,payload_too_large,False,reduce_payload_size
evt_b32a7549eb87,delivered,none,False,none
evt_be6c9e2a165a,delivered,none,False,none
evt_eb7f49b8da3c,delivered,none,False,none
evt_54ddf220a06c,delivered,none,False,none
evt_653a7990f6f0,duplicate,duplicate_event,False,fix_retry_logic
evt_4bdde1f42500,delivered,none,False,none
evt_47e7db35b0df,expired,payload_too_large,False,reduce_payload_size
evt_d42db83b3831,delivered,none,False,none
evt_269ea17993a6,expired,payload_too_large,False,reduce_payload_size
evt_fcaf2794e8fb,expired,payload_too_large,False,reduce_payload_size
evt_d96235beb394,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_4cd1004b8ec4,expired,payload_too_large,False,reduce_payload_size
evt_750cb41ee423,expired,rate_limited,True,apply_exponential_backoff
evt_589d392d8c12,delivered,none,False,none
evt_166d93a16977,delivered,none,False,none
evt_7f00be4fd91f,delivered,none,False,none
evt_f95bbd5f626e,expired,payload_too_large,False,reduce_payload_size
evt_174caf1d561e,delivered,none,False,none
evt_8d5cb19ea6a3,delivered,none,False,none
evt_7f7771e13219,expired,payload_too_large,False,reduce_payload_size
evt_4ddf68d835d8,delivered,none,False,none
evt_8c2c6e5047fd,expired,payload_too_large,False,reduce_payload_size
evt_6ad19f916f6f,delivered,none,False,none
evt_8a25cf9b9e88,expired,payload_too_large,False,reduce_payload_size
evt_5ab10f16acbc,delivered,none,False,none
evt_e5aaef7d6694,expired,payload_too_large,False,reduce_payload_size
evt_99d801ecea42,delivered,none,False,none
evt_44fc27430ffb,expired,payload_too_large,False,reduce_payload_size
evt_ad01130fa9e3,delivered,none,False,none
evt_90aff99ab129,duplicate,duplicate_event,False,fix_retry_logic
evt_d4bf041ae738,delivered,none,False,none
evt_88593eb29cdf,expired,payload_too_large,False,reduce_payload_size
evt_c3417ab28b2a,expired,payload_too_large,False,reduce_payload_size
evt_36071a14c84b,expired,payload_too_large,False,reduce_payload_size
evt_dbb58b6c1913,delivered,none,False,none
evt_7d715fdd296d,delivered,none,False,none
evt_70727b3e4797,delivered,none,False,none
evt_440108a984a3,expired,payload_too_large,False,reduce_payload_size
evt_905ecc78b81c,delivered,none,False,none
evt_ad21d5224bfd,expired,payload_too_large,False,reduce_payload_size
evt_88ed5e461674,expired,payload_too_large,False,reduce_payload_size
evt_db3a2138cf66,delivered,none,False,none
evt_6a530d61f0fa,expired,payload_too_large,False,reduce_payload_size
evt_45308e593698,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_35d6700ef635,delivered,none,False,none
evt_5d9525f27445,delivered,none,False,none
evt_82613c44de16,delivered,none,False,none
evt_7807fd5bb90b,expired,malformed_response,True,investigate
evt_46ee2bc73441,delivered,none,False,none
evt_02e540dad362,delivered,none,False,none
evt_87dac39d6308,expired,payload_too_large,False,reduce_payload_size
evt_32350b3ba90d,expired,endpoint_deleted,False,contact_customer_endpoint_deleted
evt_5320dcb9dcde,delivered,none,False,none
evt_a117a5d5d17c,delivered,none,False,none
evt_d377f52bcb52,delivered,none,False,none
evt_e54c7af21de0,delivered,none,False,none
evt_4a697eab30cc,delivered,none,False,none
evt_bb4c409cae4a,expired,payload_too_large,False,reduce_payload_size
evt_8a1423122af0,delivered,none,False,none
